ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z
167,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,6,1,9.25,0.6,8.1
168,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,7,1,9.25,5.9,-1.5
169,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,8,1,9.25,5.9,3.3
170,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,9,1,9.25,5.9,8.1
171,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,10,2,6.35,-4.7,-1.5
172,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,11,2,6.35,-4.7,3.3
173,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,12,2,6.35,-4.7,8.1
174,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,13,2,6.35,0.6,-1.5
175,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,14,2,6.35,0.6,3.3
176,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,15,2,6.35,0.6,8.1
177,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,16,2,6.35,5.9,-1.5
178,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,17,2,6.35,5.9,3.3
179,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,18,2,6.35,5.9,8.1
180,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,19,3,7.8,-4.95,-1.5
181,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,20,3,7.8,-4.95,3.3
182,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,21,3,7.8,-4.95,8.1
183,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,22,4,7.8,-4.7,8.4
184,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,23,4,7.8,0.6,8.4
185,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,24,4,7.8,5.9,8.4
186,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,25,5,7.8,6.15,-1.5
187,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,26,5,7.8,6.15,3.3
188,31.1,0.328,2.8,1.8,1.4,1.2,1,470.8,285,5,11,10,2.8,6,Subcooled,37.9,-1,152,27,5,7.8,6.15,8.1
189,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,1,1,17.15,1.7,-1.1
190,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,2,1,17.15,1.7,5.7
191,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,3,1,17.15,1.7,12.5
192,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,4,1,17.15,4,-1.1
193,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,5,1,17.15,4,5.7
194,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,6,1,17.15,4,12.5
195,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,7,1,17.15,6.3,-1.1
196,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,8,1,17.15,6.3,5.7
197,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,9,1,17.15,6.3,12.5
198,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,10,2,15.45,1.7,-1.1
199,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,11,2,15.45,1.7,5.7
200,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,12,2,15.45,1.7,12.5
201,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,13,2,15.45,4,-1.1
202,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,14,2,15.45,4,5.7
203,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,15,2,15.45,4,12.5
204,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,16,2,15.45,6.3,-1.1
205,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,17,2,15.45,6.3,5.7
206,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,18,2,15.45,6.3,12.5
207,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,19,3,16.3,1.45,-1.1
208,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,20,3,16.3,1.45,5.7
209,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,21,3,16.3,1.45,12.5
210,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,22,4,16.3,1.7,12.8
211,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,23,4,16.3,4,12.8
212,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,24,4,16.3,6.3,12.8
213,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,25,5,16.3,6.55,-1.1
214,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,26,5,16.3,6.55,5.7
215,14.1,0.5220713,1,3.4,1.8,0.8,1,346.2,340.7,15,5,14,1.6,15,Superheated,42.5,-42,96.7,27,5,16.3,6.55,12.5
216,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,1,1,21.35,3.4,-0.8
217,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,2,1,21.35,3.4,0.5
218,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,3,1,21.35,3.4,1.8
219,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,4,1,21.35,10.2,-0.8
220,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,5,1,21.35,10.2,0.5
221,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,6,1,21.35,10.2,1.8
222,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,7,1,21.35,17,-0.8
223,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,8,1,21.35,17,0.5
224,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,9,1,21.35,17,1.8
225,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,10,2,20.65,3.4,-0.8
226,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,11,2,20.65,3.4,0.5
227,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,12,2,20.65,3.4,1.8
228,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,13,2,20.65,10.2,-0.8
229,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,14,2,20.65,10.2,0.5
230,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,15,2,20.65,10.2,1.8
231,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,16,2,20.65,17,-0.8
232,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,17,2,20.65,17,0.5
233,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,18,2,20.65,17,1.8
234,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,19,3,21,3.15,-0.8
235,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,20,3,21,3.15,0.5
236,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,21,3,21,3.15,1.8
237,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,22,4,21,3.4,2.1
238,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,23,4,21,10.2,2.1
239,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,24,4,21,17,2.1
240,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,25,5,21,17.25,-0.8
241,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,26,5,21,17.25,0.5
242,13.2,0.3482221,1.4,8.2,1.2,0.6,0.8,323.9,349.3,20,14,3,0.6,27,Subcooled,37.9,-1,152,27,5,21,17.25,1.8
243,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,1,1,8.25,-1.1,-1.7
244,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,2,1,8.25,-1.1,5.1
245,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,3,1,8.25,-1.1,11.9
246,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,4,1,8.25,0.2,-1.7
247,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,5,1,8.25,0.2,5.1
248,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,6,1,8.25,0.2,11.9
249,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,7,1,8.25,1.5,-1.7
250,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,8,1,8.25,1.5,5.1
251,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,9,1,8.25,1.5,11.9
252,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,10,2,5.75,-1.1,-1.7
253,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,11,2,5.75,-1.1,5.1
254,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,12,2,5.75,-1.1,11.9
255,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,13,2,5.75,0.2,-1.7
256,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,14,2,5.75,0.2,5.1
257,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,15,2,5.75,0.2,11.9
258,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,16,2,5.75,1.5,-1.7
259,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,17,2,5.75,1.5,5.1
260,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,18,2,5.75,1.5,11.9
261,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,19,3,7,-1.35,-1.7
262,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,20,3,7,-1.35,5.1
263,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,21,3,7,-1.35,11.9
264,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,22,4,7,-1.1,12.2
265,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,23,4,7,0.2,12.2
266,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,24,4,7,1.5,12.2
267,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,25,5,7,1.75,-1.7
268,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,26,5,7,1.75,5.1
269,19.7,0.5094754,1.6,5,2.6,1.2,1.4,359.6,406.2,5,3,14,2.4,2,Superheated,37.9,-1,152,27,5,7,1.75,11.9
270,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,1,1,17.85,1.5,-0.5
271,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,2,1,17.85,1.5,3.3
272,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,3,1,17.85,1.5,7.1
273,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,4,1,17.85,6.8,-0.5
274,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,5,1,17.85,6.8,3.3
275,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,6,1,17.85,6.8,7.1
276,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,7,1,17.85,12.1,-0.5
277,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,8,1,17.85,12.1,3.3
278,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,9,1,17.85,12.1,7.1
279,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,10,2,14.75,1.5,-0.5
280,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,11,2,14.75,1.5,3.3
281,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,12,2,14.75,1.5,7.1
282,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,13,2,14.75,6.8,-0.5
283,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,14,2,14.75,6.8,3.3
284,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,15,2,14.75,6.8,7.1
285,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,16,2,14.75,12.1,-0.5
286,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,17,2,14.75,12.1,3.3
287,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,18,2,14.75,12.1,7.1
288,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,19,3,16.3,1.25,-0.5
289,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,20,3,16.3,1.25,3.3
290,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,21,3,16.3,1.25,7.1
291,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,22,4,16.3,1.5,7.4
292,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,23,4,16.3,6.8,7.4
293,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,24,4,16.3,12.1,7.4
294,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,25,5,16.3,12.35,-0.5
295,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,26,5,16.3,12.35,3.3
296,32.8,0.5202616,1.6,4,1.2,0.4,0.6,327.8,295.8,14,11,8,3,26,Subcooled,42.5,-42,96.7,27,5,16.3,12.35,7.1
297,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,1,1,13.15,0.8,-2.6
298,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,2,1,13.15,0.8,-1.3
299,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,3,1,13.15,0.8,0
300,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,4,1,13.15,2.6,-2.6
301,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,5,1,13.15,2.6,-1.3
302,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,6,1,13.15,2.6,0
303,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,7,1,13.15,4.4,-2.6
304,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,8,1,13.15,4.4,-1.3
305,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,9,1,13.15,4.4,0
306,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,10,2,11.85,0.8,-2.6
307,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,11,2,11.85,0.8,-1.3
308,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,12,2,11.85,0.8,0
309,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,13,2,11.85,2.6,-2.6
310,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,14,2,11.85,2.6,-1.3
311,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,15,2,11.85,2.6,0
312,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,16,2,11.85,4.4,-2.6
313,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,17,2,11.85,4.4,-1.3
314,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,18,2,11.85,4.4,0
315,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,19,3,12.5,0.55,-2.6
316,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,20,3,12.5,0.55,-1.3
317,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,21,3,12.5,0.55,0
318,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,22,4,12.5,0.8,0.3
319,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,23,4,12.5,2.6,0.3
320,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,24,4,12.5,4.4,0.3
321,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,25,5,12.5,4.65,-2.6
322,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,26,5,12.5,4.65,-1.3
323,35.8,0.1321626,1.8,0.6,2.4,1.8,2,435.3,314.6,11,4,3,1.2,13,Subcooled,42.5,-42,96.7,27,5,12.5,4.65,0
324,19.4,0.7020518,1.8,3.8,2.6,1.2,0.8,378.2,352.1,14,3,10,3,7,Superheated,42.5,-42,96.7,1,1,17.95,0.5,-1.4
325,19.4,0.7020518,1.8,3.8,2.6,1.2,0.8,378.2,352.1,14,3,10,3,7,Superheated,42.5,-42,96.7,2,1,17.95,0.5,3.4
326,19.4,0.7020518,1.8,3.8,2.6,1.2,0.8,378.2,352.1,14,3,10,3,7,Superheated,42.5,-42,96.7,3,1,17.95,0.5,8.2
327,19.4,0.7020518,1.8,3.8,2.6,1.2,0.8,378.2,352.1,14,3,10,3,7,Superheated,42.5,-42,96.7,4,1,17.95,1.8,-1.4
328,19.4,0.7020518,1.8,3.8,2.6,1.2,0.8,378.2,352.1,14,3,10,3,7,Superheated,42.5,-42,96.7,5,1,17.95,1.8,3.4
329,19.4,0.7020518,1.8,3.8,2.6,1.2,0.8,378.2,352.1,14,3,10,3,7,Superheated,42.5,-42,96.7,6,1,17.95,1.8,8.2
330,19.4,0.7020518,1.8,3.8,2.6,1.2,0.8,378.2,352.1,14,3,10,3,7,Superheated,42.5,-42,96.7,7,1,17.95,3.1,-1.4
331,19.4,0.7020518,1.8,3.8,2.6,1.2,0.8,378.2,352.1,14,3,10,3,7,Superheated,42.5,-42,96.7,8,1,17.95,3.1,3.4
332,19.4,0.7020518,1.8,3.8,2.6,1.2,0.8,378.2,352.1,14,3,10,3,7,Superheated,42.5,-42,96.7,9,1,17.95,3.1,8.2
333,19.4,0.7020518,1.8,3.8,2.6,1.2,0.8,378.2,352.1,14,3,10,3,7,Superheated,42.5,-42,96.7,10,2,14.85,0.5,-1.4
334,19.4,0.7020518,1.8,3.8,2.6,1.2,0.8,378.2,352.1,14,3,10,3,7,Superheated,42.5,-42,96.7,11,2,14.85,0.5,3.4
335,19.4,0.7020518,1.8,3.8,2.6,1.2,0.8,378.2,352.1,14,3,10,3,7,Superheated,42.5,-42,96.7,12,2,14.85,0.5,8.2
336,19.4,0.7020518,1.8,3.8,2.6,1.2,0.8,378.2,352.1,14,3,10,3,7,Superheated,42.5,-42,96.7,13,2,14.85,1.8,-1.4
