ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
3354,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,7,1,18.95,11.7,-1.2,0.036118008
3355,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,8,1,18.95,11.7,2.6,0.033016168
3356,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,9,1,18.95,11.7,6.4,0.06335786
3357,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,10,2,17.45,3.1,-1.2,0.25321284
3358,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,11,2,17.45,3.1,2.6,0.25260177
3359,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,12,2,17.45,3.1,6.4,0.22681105
3360,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,13,2,17.45,7.4,-1.2,0.26946998
3361,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,14,2,17.45,7.4,2.6,0.27260423
3362,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,15,2,17.45,7.4,6.4,0.24973311
3363,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,16,2,17.45,11.7,-1.2,0.21813439
3364,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,17,2,17.45,11.7,2.6,0.2228339
3365,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,18,2,17.45,11.7,6.4,0.21186845
3366,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,19,3,18.2,2.85,-1.2,0.17504607
3367,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,20,3,18.2,2.85,2.6,0.17506786
3368,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,21,3,18.2,2.85,6.4,0.15407453
3369,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,22,4,18.2,3.1,6.7,0.12531887
3370,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,23,4,18.2,7.4,6.7,0.11149812
3371,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,24,4,18.2,11.7,6.7,0.1039864
3372,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,25,5,18.2,11.95,-1.2,0.085295446
3373,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,26,5,18.2,11.95,2.6,0.086898819
3374,22.6,0.8501493,3,4.4,2.2,1.2,0.4,562.4,368.7,16,9,8,1.4,25,Subcooled,37.9,-1,152,27,5,18.2,11.95,6.4,0.10070241
3375,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,1,1,16.45,4.6,-1,0.066076212
3376,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,2,1,16.45,4.6,6.3,0.064785697
3377,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,3,1,16.45,4.6,13.6,0.048108563
3378,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,4,1,16.45,8.4,-1,0.027066274
3379,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,5,1,16.45,8.4,6.3,0.026577909
3380,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,6,1,16.45,8.4,13.6,0.026137279
3381,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,7,1,16.45,12.2,-1,0.02932936
3382,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,8,1,16.45,12.2,6.3,0.029319104
3383,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,9,1,16.45,12.2,13.6,0.038984574
3384,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,10,2,15.75,4.6,-1,0.22350852
3385,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,11,2,15.75,4.6,6.3,0.20938505
3386,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,12,2,15.75,4.6,13.6,0.11969072
3387,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,13,2,15.75,8.4,-1,0.23582029
3388,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,14,2,15.75,8.4,6.3,0.22871132
3389,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,15,2,15.75,8.4,13.6,0.13139197
3390,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,16,2,15.75,12.2,-1,0.1832329
3391,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,17,2,15.75,12.2,6.3,0.1804558
3392,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,18,2,15.75,12.2,13.6,0.1053441
3393,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,19,3,16.1,4.35,-1,0.16767532
3394,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,20,3,16.1,4.35,6.3,0.15882069
3395,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,21,3,16.1,4.35,13.6,0.092401497
3396,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,22,4,16.1,4.6,13.9,0.070571654
3397,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,23,4,16.1,8.4,13.9,0.061828285
3398,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,24,4,16.1,12.2,13.9,0.055644337
3399,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,25,5,16.1,12.45,-1,0.082124315
3400,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,26,5,16.1,12.45,6.3,0.081752822
3401,21.1,0.6663157,1.6,4.2,1.2,1,0.4,411.5,286.9,15,8,15,0.6,29,Subcooled,42.5,-42,96.7,27,5,16.1,12.45,13.6,0.055837523
3402,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,1,1,18.05,-5.9,-1.1,0.13897014
3403,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,2,1,18.05,-5.9,0.7,0.13969459
3404,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,3,1,18.05,-5.9,2.5,0.20691797
3405,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,4,1,18.05,1.4,-1.1,0.089332797
3406,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,5,1,18.05,1.4,0.7,0.077121861
3407,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,6,1,18.05,1.4,2.5,0.073666029
3408,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,7,1,18.05,8.7,-1.1,0.095509246
3409,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,8,1,18.05,8.7,0.7,0.073989563
3410,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,9,1,18.05,8.7,2.5,0.11350483
3411,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,10,2,15.95,-5.9,-1.1,0.54972398
3412,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,11,2,15.95,-5.9,0.7,0.54788262
3413,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,12,2,15.95,-5.9,2.5,0.51152635
3414,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,13,2,15.95,1.4,-1.1,0.61188883
3415,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,14,2,15.95,1.4,0.7,0.60780817
3416,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,15,2,15.95,1.4,2.5,0.55721533
3417,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,16,2,15.95,8.7,-1.1,0.52969104
3418,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,17,2,15.95,8.7,0.7,0.52876478
3419,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,18,2,15.95,8.7,2.5,0.51816976
3420,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,19,3,17,-6.15,-1.1,0.45829776
3421,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,20,3,17,-6.15,0.7,0.45675305
3422,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,21,3,17,-6.15,2.5,0.41917533
3423,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,22,4,17,-5.9,2.8,0.30074042
3424,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,23,4,17,1.4,2.8,0.2193802
3425,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,24,4,17,8.7,2.8,0.22754709
3426,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,25,5,17,8.95,-1.1,0.17028733
3427,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,26,5,17,8.95,0.7,0.17030805
3428,25,0.3931152,2,3.2,2.4,0.6,1.4,470.8,295.7,15,15,4,2,5,Subcooled,37.9,-1,152,27,5,17,8.95,2.5,0.19802472
3429,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,1,1,14.65,0,-0.6,0.16597232
3430,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,2,1,14.65,0,3.2,0.16951777
3431,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,3,1,14.65,0,7,0.20619719
3432,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,4,1,14.65,1.8,-0.6,0.18855396
3433,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,5,1,14.65,1.8,3.2,0.18582396
3434,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,6,1,14.65,1.8,7,0.1776959
3435,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,7,1,14.65,3.6,-0.6,0.10773949
3436,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,8,1,14.65,3.6,3.2,0.10919825
3437,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,9,1,14.65,3.6,7,0.17677441
3438,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,10,2,13.55,0,-0.6,1.1329296
3439,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,11,2,13.55,0,3.2,1.0950158
3440,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,12,2,13.55,0,7,0.93266124
3441,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,13,2,13.55,1.8,-0.6,1.1147605
3442,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,14,2,13.55,1.8,3.2,1.0850644
3443,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,15,2,13.55,1.8,7,0.94189018
3444,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,16,2,13.55,3.6,-0.6,0.8749792
3445,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,17,2,13.55,3.6,3.2,0.86284125
3446,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,18,2,13.55,3.6,7,0.7661739
3447,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,19,3,14.1,-0.25,-0.6,0.63262498
3448,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,20,3,14.1,-0.25,3.2,0.62610984
3449,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,21,3,14.1,-0.25,7,0.56141138
3450,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,22,4,14.1,0,7.3,0.39219433
3451,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,23,4,14.1,1.8,7.3,0.31395298
3452,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,24,4,14.1,3.6,7.3,0.31812024
3453,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,25,5,14.1,3.85,-0.6,0.36761442
3454,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,26,5,14.1,3.85,3.2,0.36680436
3455,21,0.4410975,1.2,9,1.4,0.4,0.8,333.8,344.9,13,4,8,1,8,Superheated,42.5,-42,96.7,27,5,14.1,3.85,7,0.34286383
3456,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,1,1,17.65,-0.2,-1.3,0.14541474
3457,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,2,1,17.65,-0.2,0.5,0.14605008
3458,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,3,1,17.65,-0.2,2.3,0.22214068
3459,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,4,1,17.65,4.6,-1.3,0.17942138
3460,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,5,1,17.65,4.6,0.5,0.12796639
3461,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,6,1,17.65,4.6,2.3,0.095565967
3462,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,7,1,17.65,9.4,-1.3,0.060497135
3463,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,8,1,17.65,9.4,0.5,0.080448091
3464,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,9,1,17.65,9.4,2.3,0.12394622
3465,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,10,2,16.35,-0.2,-1.3,0.89837462
3466,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,11,2,16.35,-0.2,0.5,0.8947804
3467,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,12,2,16.35,-0.2,2.3,0.84576339
3468,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,13,2,16.35,4.6,-1.3,0.69822943
3469,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,14,2,16.35,4.6,0.5,0.69832951
3470,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,15,2,16.35,4.6,2.3,0.65041023
3471,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,16,2,16.35,9.4,-1.3,0.462917
3472,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,17,2,16.35,9.4,0.5,0.46451241
3473,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,18,2,16.35,9.4,2.3,0.43533078
3474,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,19,3,17,-0.45,-1.3,0.48623684
3475,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,20,3,17,-0.45,0.5,0.48567888
3476,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,21,3,17,-0.45,2.3,0.46515173
3477,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,22,4,17,-0.2,2.6,0.3958602
3478,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,23,4,17,4.6,2.6,0.27972806
3479,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,24,4,17,9.4,2.6,0.20797382
3480,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,25,5,17,9.65,-1.3,0.17007309
3481,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,26,5,17,9.65,0.5,0.17077748
3482,9.9,0.1835418,2.8,8.4,1.6,0.8,1.4,420.4,307.7,15,10,4,1.2,17,Subcooled,37.9,-1,152,27,5,17,9.65,2.3,0.18975832
3483,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,1,1,11.05,-8.8,-0.7,0.094504707
3484,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,2,1,11.05,-8.8,1.1,0.11478142
3485,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,3,1,11.05,-8.8,2.9,0.11464608
3486,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,4,1,11.05,0,-0.7,0.091182843
3487,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,5,1,11.05,0,1.1,0.065029494
3488,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,6,1,11.05,0,2.9,0.10332115
3489,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,7,1,11.05,8.8,-0.7,0.053443324
3490,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,8,1,11.05,8.8,1.1,0.047907837
3491,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,9,1,11.05,8.8,2.9,0.10119519
3492,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,10,2,9.35,-8.8,-0.7,0.48620746
3493,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,11,2,9.35,-8.8,1.1,0.47932297
3494,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,12,2,9.35,-8.8,2.9,0.44322243
3495,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,13,2,9.35,0,-0.7,1.3622419
3496,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,14,2,9.35,0,1.1,1.3189343
3497,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,15,2,9.35,0,2.9,1.1878564
3498,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,16,2,9.35,8.8,-0.7,0.4876909
3499,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,17,2,9.35,8.8,1.1,0.48078129
3500,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,18,2,9.35,8.8,2.9,0.44454476
3501,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,19,3,10.2,-9.05,-0.7,0.22032692
3502,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,20,3,10.2,-9.05,1.1,0.21521208
3503,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,21,3,10.2,-9.05,2.9,0.20909487
3504,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,22,4,10.2,-8.8,3.2,0.17122522
3505,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,23,4,10.2,0,3.2,0.34866336
3506,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,24,4,10.2,8.8,3.2,0.1716551
3507,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,25,5,10.2,9.05,-0.7,0.14549884
3508,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,26,5,10.2,9.05,1.1,0.14420015
3509,10,0.4187185,0.8,10,1.6,0.4,1,456.1,422.4,9,18,4,1.6,0,Superheated,37.9,-1,152,27,5,10.2,9.05,2.9,0.16104139
3510,9.9,0.2043834,1,7,3,1.6,2.4,531,292.9,14,12,5,2.6,17,Subcooled,37.9,-1,152,1,1,17.15,-1.6,-2.6,0.15585341
3511,9.9,0.2043834,1,7,3,1.6,2.4,531,292.9,14,12,5,2.6,17,Subcooled,37.9,-1,152,2,1,17.15,-1.6,-0.3,0.15531959
3512,9.9,0.2043834,1,7,3,1.6,2.4,531,292.9,14,12,5,2.6,17,Subcooled,37.9,-1,152,3,1,17.15,-1.6,2,0.21247502
